date,note,texte,source,Catégorie,Catégorie_secondaire,Gravité
2025-09-16 16:00:51+00:00,1,pas possible de contacter directement. instructions pour les commentaires en anglais .,Google Play,Localisation / Langue,Service Client,Haute
2025-09-16 08:22:26+00:00,1,"Ils sont incapable de me fournir une…. Ils sont incapable de me fournir une facture,  injoignable, se renvoie d'un site à l'autre,  avec expédia",Trustpilot,Financier,Service Client,Haute
2025-09-15 16:46:22+00:00,1,"❌ Avis défavorable. ❌ Avis défavorable – Problème avec Abritel ❌

J’ai payé un abonnement annuel par virement le 6/08/2025. Malgré cela, mon annonce apparaît toujours en commission.

➡️ Plus de 10 appels passés au service client, mais je n’ai eu affaire qu’à des interlocuteurs incompétents et impuissants, qui me répètent tous la même réponse :
“Un dossier est en cours de vérification par notre département technique concernant l’erreur d’affichage dans votre compte. Merci de patienter.”

En attendant, je paie un abonnement ET je risque de payer en plus des commissions si une demande de location arrive. ❗

Aucune solution rapide, aucun responsable joignable, aucune réponse concrète.
Service client inexistant et inefficace.

👉 Que se passe-t-il si je reçois une réservation ? Je paie deux fois ?
Inadmissible pour une plateforme de cette envergure.
Si vous avez des problèmes avec des locataires qui joindre !!!!!!!!!!!!!!!!!!!!!!",Trustpilot,Financier,Bug Technique,Haute
2025-09-12 17:22:38+00:00,1,"coordonnes bancaires. le bien apparait comme disponible, vous pensez le reserver , abritel prend vos coordonnes de cartes bleues mais rien n est validé . Au final le proprietaire doir encore accepter ou non.  donc a ce stade vous pensez avoir reglé puisque vous donnez vos ccordonnees mais il n en est rien. et vous ne savez donc pas par la meme occasion  si vous disposez du logement ou non 
abritel quand a lui a pris vos coodornnees bancaires. qu en fait il? 
Dans mon cas , le proprietaire a indique quelque heurs plus tard par retour de texto que le logement n etait pas disponible. 
il me reste maintenant a surveiller mes comptes a savoir si le prelevement se fera ou pas dans les prochains jours et partir  au cas echeans en reclamation 
on ne m y prendra plus",Trustpilot,Financier,Service Client,Haute
2025-09-12 13:49:29+00:00,1,"Abritel/VRBO laisse les voyageurs sans solution. Logement réservé via Abritel dans un état insalubre, totalement inhabitable. Propriétaire injoignable, aucune aide concrète malgré 8 appels au service client. On paie des frais de service pour zéro assistance. Perte de temps, d’argent et d’énergie. Aucune considération pour les voyageurs. Expérience à fuir, je ne réserverai plus jamais via cette plateforme",Trustpilot,Localisation / Langue,Financier,Haute
2025-09-12 10:05:30+00:00,1,"DERNIÈRE FOIS. Ayant fait des réservations par le passé via Abritel, cet été, ça à été catastrophique et pourplusieurs. Messages non transmis au propriétaire,  manque de communication...
Au final, Abritel prend des frais de services assez conséquent où les vacanciers sont des pigeons. 
Pour nous, c'est terminé",Trustpilot,Financier,Qualité du bien,Haute
2025-09-12 07:31:25+00:00,1,"Délais de paiement non respectés. J'ai débuté mon expérience d'hôtes en juillet dernier avec cette plateforme et le concurrent Airbnb. Si tout c'est bien passé avec Airbnb en revanche avec Abritel les choses ont très mal débuter.
 1 -La publication de l'annonce qui a été laborieuse. Abritel annonçait une publication invisible lors de la recherche.
2- Des mentions bien cachées qui octroie des remises pour des réservations de dernière minute. Bilan un séjour amputé de 300 euros.
3 - Toujours sur le thème des informations cachées, nous découvrons au cours d'une conversation avec les services Abritel que le premier paiement qui est censé intervenir 30 jours après le règlement du locataire. Au terme de ces 30 jours nous n'avons toujours pas été payé.  Nous appelons le service concerné le 11 septembre en fin de matinée qui nous assure que le paiement est validé et en cours, a 20 heures nous recevons un mail nous indiquant que la procédure de paiement est suspendue en raison d'informations manquantes.
Plateforme a fuir",Trustpilot,Localisation / Langue,Annulation / Réservation,Haute
2025-09-11 14:50:38+00:00,1,"Site, Application et Assistance complètement NULS. A FUIR. Appli pas du tout intuitive. Impossible de trouver l'espace propriétaire. Quand il est trouvé (par hasard), modifier le calendrier est très compliqué. Je ne sais pas si les réservations sont validées ou non. Application lente. Aucune assistance (uniquement via un chat avec une IA). Impossible de clôturer mon compte (la page dédiée sur le site ne fonctionne pas). Prenez exemple sur celle d'Airbnb. Je quitte Abritel si j'y arrive.",Google Play,Annulation / Réservation,Bug Technique,Haute
2025-09-10 19:54:11+00:00,1,"Je suis un hôte et nous avons eu une…. Je suis un hôte et nous avons eu une première location jusqu'à fin août. Le locataire a réglé l'intégralité du loyer à Abritel bien avant son arrivée et moi toujours rien...malgré les promesses de la plateforme. Quand je demande les coordonnées du service concerné afin de faire une réclamation, ils refusent de me les donner",Trustpilot,Service Client,Qualité du bien,Haute
2025-09-10 14:38:11+00:00,1,"Nous louons notre maison. Nous louons notre maison, pour les vacances d'été, nous avons un dégât sur notre terrasse, de la paraffine incrustée après allumage de bougies, et la société Abritel ne veut rien entendre parler car il n'y a pas de casse !!! après appel, vous arrivez sur une plateforme, à l'étranger apparemment et qui ne veut rien entendre ni vous faire remonter le problème. Fuyez cette plateforme au plus vite pour louer votre bien",Trustpilot,Qualité du bien,,Haute
2025-09-10 11:18:15+00:00,1,Je suis un hôte et je n’arrive pas à me…. Je suis un hôte et je n’arrive pas à me faire payer par abritel . Les voyageurs sont déjà repartis et les versements sont bloqués . J’ai appelé 5 fois mais le service commercial ne peut rien faire puisque c’est une boucle informatique infernale . Le service technique ne l’a jamais rappelée,Trustpilot,Financier,Bug Technique,Haute
2025-09-10 05:04:06+00:00,1,"1 er essaie avec Abritel. plus jamais. réservation faite pas au bon tarif, le site à buggé d'après l hôte. L hôte me demande d annuler la réservation ????? Ne peut elle pas seulement la refuser ???? De plus, impossible de mon côté de retrouver ma réservation pour annuler... Afin qu'il n'y ai pas de suite juridique, j'espère que l'acompte ne sera jamais débité de mon compte.",Google Play,Annulation / Réservation,Financier,Haute
2025-09-08 15:47:16+00:00,1,"Avis concernant Abritel. Avis concernant Abritel

Je suis extrêmement déçu de mon expérience avec Abritel. J’avais une réservation confirmée pour le 11 septembre, et j’ai appris au dernier moment que celle-ci avait été annulée, sans aucune information préalable, ni de la part du propriétaire, ni de la plateforme. Aucune anticipation, aucun appel, aucun message : rien.

Résultat : je me retrouve dans une situation très compliquée, avec des billets d’avion déjà achetés (et non remboursables), et aucune solution d’hébergement à un prix raisonnable. À deux jours du départ, trouver un logement correct relève de l’impossible, ou alors à des tarifs exorbitants.

Je trouve cela inacceptable et profondément décevant. Une plateforme sérieuse devrait mettre en place des garde-fous pour éviter ce type de situation et protéger ses clients. Là, c’est tout l’inverse : aucune fiabilité, aucun soutien, aucun service.

Je demande clairement une compensation pour le préjudice subi. Non seulement cette annulation m’occasionne un stress énorme, mais elle me met également en galère financière et logistique.

Abritel se présente comme une plateforme de confiance : pour ma part, cette expérience démontre exactement le contraire. Je déconseille vivement d’y réserver, car vous n’avez aucune garantie de sécurité, même avec une réservation confirmée",App Store,Annulation / Réservation,Financier,Haute
2025-09-07 19:50:45+00:00,2,"L'app dysfonctionne trop, mieux vaut utiliser le site web. Sur l'app, l'ajout de filtre sur une recherche réinitialise souvent les autres filtres.",Google Play,Bug Technique,UX / Ergonomie,Haute
2025-09-07 09:15:58+00:00,1,Agent virtuel. Quel nullité cet agent !,App Store,Service Client,,Haute
2025-09-06 10:39:56+00:00,1,Ne réserver pas chez Abritel !!!. Un conseil ne jamais réserver sur Abritel on m’a escroqué de 1200 euros chez eux je déconseille vraiment !!!!!!!!,Trustpilot,Localisation / Langue,,Haute
2025-09-06 09:48:32+00:00,1,"Abritel, Homerez et Vrbo, égaux en médiocrité. Abritel, Homerez et Vrbo : 3 enseignes qui partagent la même médiocrité.
A commencer par la publication d'annonces trompeuses, comme le logement pour 8 personnes à Saint Laurent de Neste (65).
Sur les photos, tout est parfait : les locaux, les équipements. 
Mais sur place, on découvre une piscine impraticable (tellement sale qu'on en voit pas le fond, des déchets dans le jardin, sur la terrasse, dans le barbecue,  mais aussi collés au fond de la poubelle ou cachés derrièreles meubles, mêmedes crottes de chien sur un tapis. 
Nous avons trouvé également la vaisselle sale.
Des poils de chiens partout, sur le linge de maison et dans tous les recoins, jusque dans la gazinière.
De nombreux équipements dysfonctionnels, mobilier, éclairage... ou présents sur les photos mais absents sur place, comme le store parasol. 
D'autres au contraire, absents sur les photos mais bien présents sur place, comme la caméra de surveillance braquée sur la piscine et la terrasse.
L'accueil a été bâclée, la propriétaire (mitoyenne) qui part en soirée et abandonne donc Jack russel, qui va aboyer plusieurs heures jusqu'à son retour. 
Et pour finir un service client fantôme juste capable de jouer la montre.
Bref, une belle déception, au tarif luxe.
Adieu Abritel",Trustpilot,Localisation / Langue,Financier,Haute
2025-09-05 12:34:12+00:00,1,"J'aimerais pouvoir donner un avis sur une location récente, mais cette application est faite de manière à ce que vous ne trouviez rien pour noter, en tout cas au moyen d'un téléphone portable.",Google Play,Service Client,Qualité du bien,Haute
2025-09-04 21:50:25+00:00,1,"mauvaise expérience, j attend toujours votre retour sur ma plainte concernant la chambre réservée et ma demande de remboursement, franchement très déçu 😞",Google Play,Financier,Qualité du bien,Haute
2025-09-04 16:47:13+00:00,1,"Avis filtrés. L avis pourtant équilibré sur notre séjour a Antibes n est jamais paru .  L appartement  était très bien equipé ..mais nous n avons jamais vu personne ...avec excuses de dernières minutes a l entrée comme au départ !!! 
Ça n a pas plu manifestement au contrôle avis Abritel !!! Bref de ce fait on peut dire que les avis de cette plateforme sont filtrés et donc  faux",Trustpilot,UX / Ergonomie,Qualité du bien,Haute
2025-09-04 14:01:07+00:00,2,N’est pas en français !!!!. Voir rapidement pour application en français,App Store,Localisation / Langue,,Moyenne
2025-09-03 17:02:35+00:00,1,arnaque au maroc toujour on réserve et pas de logement je vous déconseille,Google Play,Financier,Qualité du bien,Haute
2025-09-03 11:21:15+00:00,1,"Bonjour, très négatif pour ce premier contact !. Bonjour, pour la première réservation, faite dans les règles pour le mois de mai prochain, avec une carte bleue en état de validité, je me vois refuser la réservation par retour sans motif ! Il s'agit d'une ferme à Concorès Identifiant de propriété: 2164564. A ce moment, si le logement n'est pas disponible à la réservation, pourquoi est-il dans ABRITEL ??? Et si pas disponible à cette date, qu'il le supprime pour ce créneau . Pas TOP !",Trustpilot,Service Client,Qualité du bien,Haute
2025-09-03 11:00:00+00:00,1,trop complexe et ne reflète pas la réalité,Google Play,UX / Ergonomie,,Haute
2025-09-02 23:48:25+00:00,1,"Triste expérience pour notre ne part…. Triste expérience pour notre ne part les photos sur le site Abritel font rêve mais arrivée sur place désenchantée intérieur et extérieur sale de plus dés frelons le première nuit obligé de dormir à l hôtel 
( Périgord lieu dit bardille ) vous travaillez toute l année pour ces vacances qui ont été bien gâché",Trustpilot,Qualité du bien,,Haute
2025-09-02 11:17:57+00:00,1,Mauvais payeur !!!. Non seulement les frais sont important mais nous attendons un paiement depuis plus d'un mois. Le service client par téléphone ne sert a rien et est la pour discuter et non pour aider. Toutes ces plates formes ne méritent pas notre confiance et encore moins notre argent !!!,Trustpilot,Financier,Service Client,Haute
2025-09-02 10:49:29+00:00,2,"Filtres non permanents si bien que je reçois des propositions qui ne correspondent pas à mes critères, notamment "" animaux acceptés"". De plus, les logements qui me conviennent demandent des cautions entre 300 et 600 €! Impossible de modifier ma biographie. Linges de maison non fournis. Animaux acceptés avec des frais supplémentaires le jour de l'arrivée ! en plus des frais de ménage que je pensais inclus dans le prix du séjour",Google Play,Financier,UX / Ergonomie,Haute
2025-09-02 09:57:33+00:00,1,"Annonce mensongère et impossibilité de contacter Abritel. Il s'agit d'une annonce Abritel qui était mensongère sur la distance de notre logement jusque la plage : il est annoncé 2 minutes à pied et 200 mètres avec un escalier , alors qu'il faut 15 minutes et il n'y a pas d'escalier , juste la route des voitures !
Nous n'aurions jamais choisir ce logement dans ces conditions et la propriétaire nous dit que c'est de la faute d'Abritel qui ne veut pas corriger l'annonce , d'ailleurs ce n'est toujours pas corrigé!
Il est impossible de joindre facilement Abritel , et de faire une réclamation !",Trustpilot,Service Client,Qualité du bien,Haute
2025-09-01 20:52:27+00:00,1,"Incompétent au possible. Nul. Répond aux questions suivant une Check list mais aucune personnalisation. 
Répète 3 ou 4 fois les mêmes réponses car aucune argument à donner. 
Et finalement raccroche au nez du client !!
J’ai appelé 3 fois pour le même pb, on m’a raccroché 2 fois au nez et la 3eme personne a dit qu’elle revenait vers moi par mail mais sans date précise de retour. lol 
Ils sont Nuls !! 
On ne peut pas mettre ZÉRO et c’est bien dommage !! 
Vive AirBNB",Trustpilot,Service Client,,Haute
2025-08-31 21:02:36+00:00,1,"Interface propriétaire catastrophique…. Interface propriétaire catastrophique -on comprend le succès d'autres plateformes -frais énormes mais comme  les autres .Nous sommes obligés d'appeler la plateforme pour toute modification,et pour bloquer les dates -le site dysfonctionne régulièrement.Les sommes colossales amassées sur les réservations devraient leur permettre d'investir dans leur site internet -J'en arrive à souhaiter qu'ils disparaissent pour que ne n'ayons plus besoin de faire appel à eux",Trustpilot,Financier,Bug Technique,Haute
2025-08-31 20:22:09+00:00,1,"Abritel,  application à éviter !. Nous avons loué via Abritel en août 25 une maison en Bretagne.  Un certain de manquement de la part du propriétaire des lieux entache notre séjour.  C'est tout naturellement que je note cette location à la hauteur des problématiques rencontrées.  Abritel refuse de publier mon avis et ne prend en compte que des avis tronqués.  C'est la troisième et dernière fois que je réserve via cette plate-forme dont les avis ne reflètent malheureusement pas la réalité ! Je ne recommande pas cette application et me tourne vers la concurrence",Trustpilot,Qualité du bien,,Haute
2025-08-31 12:59:49+00:00,1,impossible d'obtenir une facture acquittée ou des d'avoir des renseignements fiables et réalistes pour y arriver. c'est une honte.,Google Play,Financier,,Haute
2025-08-30 20:13:35+00:00,1,aplication nulle,Google Play,Autre,,Haute
2025-08-29 23:22:04+00:00,1,Annulation à 11h45 pour le lendemain. Aucune compensation.. Annulation à 11h45 pour le lendemain. Location louée sur une autre plateforme. Notre weekend famille a du être annulé. Aucune aide de leur part et aucune compensation. A fuir!!!,Trustpilot,Annulation / Réservation,Service Client,Haute
2025-08-29 22:33:17+00:00,1,"La pire expérience de ma vie. J'ai eu la pire expérience de ma vie sur Abritel. Non seulement, ils ont mis en ligne un logement illégalement loué sur leur site, mais ils ne m'ont absolument pas aidée à ma sortir de là, alors que l'endroit était non seulement sale, mais aussi dangereux.
Je ne louerai plus jamais et je déconseille absolument à qui que ce soit de leur faire confiance",Trustpilot,Service Client,Qualité du bien,Haute
2025-08-29 13:45:36+00:00,1,"Impossible d'accéder à ma réservation. Lorsque je reçois une notification de message de la part du propriétaire de la location, l'application m'affiche un message ""Vous n'avez pas accès à ce voyage"". J'ai pourtant été débité et j'ai bien reçu un mail de confirmation.",Google Play,Bug Technique,Service Client,Haute
2025-08-28 15:48:50+00:00,1,"A fuir si vous êtes propriétaire. Si vous êtes propriétaire d'un logement, éviter ce type de plateforme pour les raisons suivantes :
- Les frais ENORMES qu'ils prennent (pour moins de 500 € perçus, le locataire à payé plus de 650 € )
- Le support n'est là que pour la façade et temporiser le mécontentement des propriétaires
- Les délais A RALLONGE de paiement, le support vous dit bientôt, bientôt puis enfin lorsque vous êtes à bout, vous explique que c'est à 30 jours, sauf qu'en plus c'est FAUX car à 31 jours vous allez recevoir un email avec des documents à envoyer ( pourquoi les envoyer avant, ben non on profite de placer l'argent en attendant ) et donc vous restez dans l'attente",Trustpilot,Financier,Service Client,Haute
2025-08-27 18:46:57+00:00,1,"na pas louer sur ce site. À mon arrivée, le logement réservé était indisponible. J’avais loué un appartement, mais le propriétaire m’a informé qu’il n’était plus à louer depuis plusieurs mois et qu’il n’arrivait pas à supprimer l’annonce. Il m’a conseillé de contacter Abritel, précisant que d’autres voyageurs avant moi avaient déjà déposé des réclamations. J’ai donc écrit à Abritel, qui m’a demandé d’attendre le temps de contacter le propriétaire. Après 48 heures, je n’ai reçu aucun retour de leur part. Je déconseille donc d’utiliser Abritel.ma ref HA-ZP467P. Je ne souhaite pas de simples excuses, mais un remboursement accompagné d’un dédommagement. J’étais avec mes enfants et nous nous sommes retrouvés dans une situation très compliquée",Trustpilot,Annulation / Réservation,Financier,Haute
2025-08-27 13:40:22+00:00,3,"cela fait assez longtemps que j'utilise l'appli pour réserver des séjours de vacances, sans problème majeur. Mais je viens de me rendre compte qu'il était impossible de lire les commentaires que les hôtes laissaient sur les voyageurs qu'ils accueillaient. On est seulement informé par mail du nombre d'étoiles qu'ils mettent sur plusieurs critères. Par ailleurs les hôtes savent ce qu'on met comme étoiles avant de nous noter...",Google Play,Service Client,Qualité du bien,Basse
2025-08-27 11:42:32+00:00,1,"Résidence Rocamare à Cannes : appartement n°62 à éviter. En arrivant, la personne qui nous a remis les clés nous a annoncé qu'il y avait des cafards dans l'appartement et a d'ailleurs déposé plusieurs pièges à cafards à l'intérieur. Nous avions aussi comme consigne de ne pas mettre de miettes par terre !
Ensuite nous avons découvert que les armoires étaient remplies par les affaires des propriétaires et nous avons donc du étaler nos 4 valises par terre au milieu du salon (chambres petites pas de place) durant tout le séjour.
Le ménage était moyen avec des traces sales , du calcaire dans les toilettes et joints très jaunes dans la douche.
Enfin parlons de l'ascenseur vétuste qui tombe régulièrement en panne mais, bien entendu, nous n'avons pas été prévenus avant. Nous avons eu le droit de subir une panne : enfermés dans un mètre carré à 4 personnes sous plus de 35 degrés et durant 50 minutes, le temps que le dépanneur arrive de Nice et que les pompiers viennent au secours de ma femme, évanouie. Le lendemain et les jours suivants, de nouvelles pannes ont encore eu lieu. C'est récurrent. Nous ne l'avons plus utilisé et nous avons fait les 8 étages (côté mer) à pieds.
De retour chez nous, nous avons fait un bilan aux propriétaires de très mauvaise foi qui n'ont rien voulu savoir. 
Quant à Abritel, après 3 appels téléphoniques, c'est le point mort. Il fallait les prévenir le jour de notre arrivée ! Après ils ne peuvent plus rien faire.
Nous étions à Cannes dans la résidence Rocamare au 71 rue Georges Clémenceau. Les propriétaires sont suédois : Helena et Svante Persson. Fuyez-les.
Ils ont , depuis notre retour, annulé leur annonce pour que notre avis ne figure pas et ont recréé une nouvelle annonce, vierge de tout commentaire",Trustpilot,Annulation / Réservation,Service Client,Haute
2025-08-26 12:20:33+00:00,1,Pas facile d accès à la part propriétaire,Google Play,UX / Ergonomie,Qualité du bien,Haute
2025-08-26 11:50:31+00:00,1,"Abritel = site à fuir. Abritel = site à fuir ! Ma réservation a été annulée le jour J dans un pays étranger : ma famille et moi nous sommes retrouvés sans logement. Aucun relogement proposé alors que c’est prévu dans leur contrat. Le propriétaire n’a jamais reçu ma réservation → erreur d’Abritel. Résultat : plus aucune location dispo, obligé de réserver ailleurs +400 € de ma poche. Service client inexistant, incompétent et irresponsable. Scandaleux, je ne réserverai plus jamais ici",Trustpilot,Annulation / Réservation,Bug Technique,Haute
2025-08-25 19:41:28+00:00,1,Location Paris dans le marais. Plus jamais !!,App Store,Qualité du bien,,Haute
2025-08-25 14:38:40+00:00,1,"Ne pas réserver sur abritel. Nous avions réserver un logement sur abritel et avions reçu la confirmation.
Arrivée sur place le logement était déjà occupé. Le propriétaire avait mis son logement sur plusieurs plateforme et validé plusieurs séjours au même date.
Abritel n'a rien (aucune proposition de relogement, aucune compensation, aucune aide)",Trustpilot,Service Client,Qualité du bien,Haute
2025-08-24 18:25:44+00:00,1,"❌ Expérience désastreuse. ❌ Expérience désastreuse, à fuir absolument !
Gros décalage entre les photos de l’annonce et la réalité. L’appartement n’avait rien à voir avec ce qui était présenté (sud de l'espagne, Vejer de la Frontera)

Nous avons passé une bonne partie de nos vacances à essayer de régler le problème avec Abritel, mais à chaque appel nous tombions sur un nouvel interlocuteur qui ne comprenait rien à notre dossier. Au final, Abritel s’est complètement lavé les mains de la situation, en nous laissant seuls avec nos problèmes.

C’est nous-mêmes qui avons dû contacter Holidu, l’agence qui gérait réellement la location, alors que c’était normalement le rôle d’Abritel. Résultat : perte de temps, stress et vacances gâchées.

👉 A bannir ! Très peu de sérieux, une entreprise qui joue avec les limites du légal et qui ne montre aucune compétence ni volonté d’assumer ses responsabilités

Nous continuerons les procédures et le matraquage reseaux sociaux. Merci",Trustpilot,Service Client,Qualité du bien,Haute
2025-08-24 16:05:00+00:00,2,No option to change currency.. I don’t know what an NZ$ is in euros. How can I set a different currency?,App Store,Localisation / Langue,,Moyenne
2025-08-24 14:59:48+00:00,1,"FUYEZ ABRITEL. J'ai réservé 2 appartements sur Abritel pour mes vacances d'août-septembre, l'un à Madrid, l'autre à Cordoue. Ils ont TOUS LES DEUX été annulés. Celui de Madrid 24 HEURES AVANT L'ARRIVEE. Je n'ai plus AUCUNE CONFIANCE en Abritel",Trustpilot,Annulation / Réservation,Qualité du bien,Haute
2025-08-24 10:40:03+00:00,1,"mécontentement. J'ai réservé une location à Narbonne plage 2e et 3e semaine d'aout de cette année 2025
D'une part l'annonce ne stipulait pas que l'appartement était sur 2 étage, situé déjà au 3e étage sans ascenseur.
Pour la récupération des clefs, l'adresse indiquée n'existait pas. Nous avons dû faire un détour avec le taxi car la boîte à clefs était située assez loin du logement. J'ai appelé la personne indiquée comme contact pour tout aide qui nous a indiqué l'emplacement après avoir elle même dû téléphoné mais le portillon que nous devions franchir était très difficile à ouvrir avec une boîte à code trompeuse.
Il nous a fallu bien 20 mn pour y accéder.
Aucun mode d'emploi pour les machines, nous avons pris un certain temps à comprendre le fonctionnement de la machine à laver la vaisselle.
La télévision ne marchait pas, cassée ? nous n'en avons pas bénéficié des 2 semaines, sachant que j'ai appelé Abritel: la 1er personne a raccroché, la 2 ne m'a pas donné des mails corrects. 
Gros soucis de communication avec eux
Pour la télévision, malgré plusieurs appels la 1er semaine à la ""conciergerie"" qui me disait à chaque fois qu'il me tiendrait au courant, je n'ai jamais eu de nouvelles.
Il était précisé dans l'annonce que nous pouvions bénéficier d'un local à vélo, proposition mensongère. Nous n'avons eu aucune indication à ce propos, pour finir par nous dire qu'il n'y a pas de clefs de toute façon.
Cela fait de nombreuses années que je pars en vacances avec toute sorte de plate forme. C'est la 2e fois que je passe par Abritel et que je suis confrontée à des problèmes d'annonces erronées et de non résolution des problèmes , un manque énorme de communication, avec eux.
La 1er était en avril pour une location à Florence : tram passe sous les fenêtres des chambres, travaux extrêmement bruyant avec porte ouverte sur le pallier, dans l'appartement du dessus entraînant beaucoup de poussières et 150 euros de plus sur la facture global sans avertissement et après signalement évidemment plus de nouvelles.
Je ne repasserai plus jamais par un organisme qui se défausse systématiquement de toute responsabilité en prétendant qu'ils ne sont qu'une pate-forme...ils ont la responsabilité de l'annonce qu'ils diffusent
Isabelle",Trustpilot,Localisation / Langue,Financier,Haute
2025-08-23 09:25:40+00:00,1,Honteux impossible de ce faire…. Honteux impossible de ce faire rembourser des frais d abritel suite à annulation on vous répète toujours au téléphone dans 15 jours après 1 mois y en a marre,Trustpilot,Annulation / Réservation,Financier,Haute
2025-08-22 22:11:44+00:00,1,"À fuir à tout prix !!!. Fuyez cette application (en tant que propriétaire en tout cas) !!! Site et équipe désastreux. Site anti intuitif et qui bugue, les langues changent au hasard sans possibilité de changer, quasi impossible de voir les avis laissés, impossible de modifier un avis, impossible d'accueillir deux fois un même visiteur car le site met par défaut sans demander ""ne souhaite pas réaccueillir cette personne"", aucun service client, etc, la liste pourrait être encore longue. Du temps perdu et de l'énervement à chaque gestion de location",Trustpilot,Localisation / Langue,Financier,Haute
2025-08-22 12:51:04+00:00,1,"Abritel filtre les avis!. Abritel filtre les avis!
Nous avons réservé une villa en Croatie pour 1 semaine pour 10 personnes. Le jour J nous avons reçu un message du représentant des propriétaires de la Villa, qui nous indiquait que la villa n'était plus disponible car les propriétaires l'avaient récupérée.
Lorsque nous avons reçu le mail pour laisser un avis sur la villa, nous avons mis 1 étoile en expliquant notre histoire. Abritel nous a refusé ce feedback pour propos injurieux, alors que tout était circonstancié et sans agressivité. Nous avons modifié pour être encore plus lisse dans les mots : à nouveau refusé.
Vraiment déçus de cette façon de faire, c'est très frustrant de ne pas pouvoir dénoncer ce genre de pratique sur la Villa concernée",Trustpilot,UX / Ergonomie,Service Client,Haute
2025-08-22 10:07:56+00:00,1,"Désistement abusif, Abritel ne protège pas ses clients"". J’ai eu une très mauvaise expérience avec Abritel.
Le propriétaire de la maison Hébergement : 1036457Numéro de réservation : HA-1L3CK1  que j’avais réservée a fait un désistement abusif, en prétextant un soi-disant ""dégât naturel"". En réalité, il n’y avait aucun dégât : il était simplement absent car il gérait d’autres appartements à l’autre bout de la France.
Abritel a laissé passer cela sans aucune vérification ni protection de ses clients. Résultat : réservation annulée, perte de temps, stress, et aucune solution correcte proposée par la plateforme.
C’est inacceptable qu’Abritel se décharge ainsi de ses responsabilités. Leur rôle est de protéger les voyageurs contre ce genre d’abus, mais au contraire, ils cautionnent ces pratiques en ne faisant rien.
Je mets cet avis pour prévenir les futurs utilisateurs : si un propriétaire annule sans raison valable, Abritel ne vous défendra pas.
J’exige qu’Abritel respecte ses obligations et trouve une vraie solution à mon problème. Tant que ce ne sera pas fait, je maintiendrai cet avis et le diffuserai ailleurs. |",Trustpilot,Annulation / Réservation,Financier,Haute
2025-08-22 09:45:55+00:00,1,"très mauvaise expérience, le logement annoncé pour 6 personnes, était destiné à 4 personnes et encore avec deux enfants, logement sale sous les lits, la propriétaire nous a signalé des tâches sur le sol à notre arrivée et a eu le culot de nous dire que c'est nous à notre départ, un porte télé défectueux qu'elle nous a reproché d'avoir abîmé alors qu'il était en mauvais état, l'avis que nous avons laissé sur le profil n'a jamais été publié, visible Abritel ne publie pas les avis négatifs.",Google Play,Qualité du bien,,Haute
2025-08-21 22:38:45+00:00,1,Pas intuitif,Google Play,UX / Ergonomie,,Haute
2025-08-21 10:21:56+00:00,1,"Abritel à fuir. j'ai réservé un appartement pour 4 nuits dans le sud de l'Espagne avec mon conjoint et notre fille. Arrivés sur place le jour J on s'aperçoit que le logement est déjà occupé, loué à une autre famille depuis la veille. On s'est donc retrouvés sans logement et sans aide d'Abritel. Le propriétaire a annulé notre réservation à 15h, l'heure de prise de l'appartement pour motif : âge de réservation non requis alors que j'ai plus de 40 ans... Et il faut attendre 15 jours pour espérer le remboursement. Trouver un logement en urgence dans le sud de l'Espagne en plein mois d'août nous a vraiment mis en difficulté",Trustpilot,Annulation / Réservation,Financier,Haute
2025-08-20 12:54:13+00:00,1,"Expérience mitigée – logement mal décrit. Le logement réservé via Abritel était annoncé avec 5 chambres, mais l’une était en réalité une grande pièce ouverte sans porte, en enfilade. Cette configuration a compromis notre séjour en famille : une personne a dû repartir après la première nuit faute de chambre utilisable.

Malgré nos signalements dès l’arrivée, ni l’hôte ni Abritel n’ont proposé de solution satisfaisante. L’annonce a été modifiée après notre séjour pour corriger cette imprécision, ce qui confirme que l’information initiale était incomplète",Trustpilot,Qualité du bien,,Haute
2025-08-20 11:48:31+00:00,1,"Une honte. Une honte. Alors que nous avons réservé et que nous sommes en route pour le gîte, je regarde mes mails et découvre qu'Abritel a purement et simplement annulé la réservation. On nous informe que nous serons remboursés. L'hôte à loué son gîte sur une autre plateforme.
Arrêtés sur une aire d'autoroute, nous appelons la hôteline, où on nous explique que c'est à nous de trouver un nouveau gîte au même endroit et qu'Abritel paierait jusqu'à 2 fois la différence.
Abritel n'apporte donc aucune solution, ne tient pas compte des frais d'essence et de péage déjà engagés.
Nous n'avons pas d'appli bancaire sur nos téléphones. Nous ne pouvons donc rien relouer. Et de toute façon, en plein mois d'août, il n'y a rien à louer, même plus cher dans cet endroit touristique.
Nous louons habituellement sur Gîtes de France et n'avons jamais eu de problèmes. 
Un conseil, évitez Abritel si vous ne voulez pas que vos vacances tombent à l'eau.
Nous rentrons chez nous, furieux.
Nous sommes abonnés à Que Choisir et remonterons notre malheureuse expérience",Trustpilot,Annulation / Réservation,Financier,Haute
